,name,imnumber,mean,median,variance,skew,kurtosis
0,outputs/tmp_0005_median.npy,0.0,2.30511733881,2.0,3.3598507215,11.7734919281,108.110445475
1,outputs/tmp_0006_median.npy,1.0,2.25935465858,2.0,3.33874898388,24.0058819598,1336.13549981
2,outputs/tmp_0007_median.npy,2.0,2.72525370111,2.0,5.43575795304,31.5396570813,571.863191734
3,outputs/tmp_0008_median.npy,3.0,2.23525641517,2.0,3.11312145285,10.1866485487,83.3744878728
4,outputs/tmp_0009_median.npy,4.0,2.2845385376,2.0,3.34935039119,12.0167158684,106.455164932
5,outputs/tmp_0010_median.npy,5.0,2.48834743324,2.0,4.52455882681,25.4717524435,419.229176547
6,outputs/tmp_0011_median.npy,6.0,2.70821050004,2.0,6.02288408101,45.8451670527,995.389421693
7,outputs/tmp_0012_median.npy,7.0,2.50056423047,2.0,4.57633349822,24.5990624688,336.668847138
8,outputs/tmp_0013_median.npy,8.0,2.31513368976,2.0,3.40207097378,11.8652879432,104.154892499
9,outputs/tmp_0014_median.npy,9.0,2.40898605352,2.0,3.88850684019,16.197817554,171.293839153
10,outputs/tmp_0015_median.npy,10.0,2.3360805308,2.0,3.48919383067,12.573076596,113.575206844
11,outputs/tmp_0016_median.npy,11.0,2.22045092818,2.0,3.06897161211,10.5237320128,106.746875249
12,outputs/tmp_0017_median.npy,12.0,2.22705981241,2.0,3.05096350826,9.61776771231,73.0364806809
13,outputs/tmp_0018_median.npy,13.0,2.28952440682,2.0,3.30800183531,11.4838315518,102.029523844
14,outputs/tmp_0019_median.npy,14.0,2.26566069265,2.0,3.194219956,10.6436850868,92.6346897607
15,outputs/tmp_0020_median.npy,15.0,2.22424663461,2.0,3.07073283604,9.82216298443,74.6943340643
16,outputs/tmp_0021_median.npy,16.0,2.25454599715,2.0,3.20545334266,12.2349156235,182.951493638
17,outputs/tmp_0022_median.npy,17.0,2.31890691372,2.0,3.34147997137,10.9770062558,88.2308028637
18,outputs/tmp_0023_median.npy,18.0,2.44608866713,2.0,3.76428238829,13.3260895479,118.788709854
19,outputs/tmp_0024_median.npy,19.0,2.40278804543,2.0,3.56293530597,11.8122557317,95.0232148248
20,outputs/tmp_0025_median.npy,20.0,2.25651609318,2.0,3.12789560909,9.88037779907,74.5981108233
21,outputs/tmp_0026_median.npy,21.0,2.22984383303,2.0,3.06402023857,9.74022104965,76.0414476234
22,outputs/tmp_0027_median.npy,22.0,2.22913392779,2.0,3.07572833573,9.82770531523,75.5718366111
23,outputs/tmp_0028_median.npy,23.0,2.22830915286,2.0,3.08913320419,10.5403795631,102.687720577
24,outputs/tmp_0029_median.npy,24.0,2.25219594848,2.0,3.18997140175,10.9479680182,91.6935207296
25,outputs/tmp_0030_median.npy,25.0,2.1945551715,2.0,2.97109833411,9.51500727254,73.9543328325
26,outputs/tmp_0031_median.npy,26.0,2.20810885916,2.0,3.02025429921,9.65253159505,73.9517678454
27,outputs/tmp_0032_median.npy,27.0,2.29744829707,2.0,3.32066324792,11.3909115005,99.070783618
28,outputs/tmp_0033_median.npy,28.0,2.1987006586,2.0,2.99129048888,9.46401163474,72.1015161975
29,outputs/tmp_0034_median.npy,29.0,2.2193224127,2.0,3.04774182265,9.69432101345,73.8207958888
30,outputs/tmp_0035_median.npy,30.0,2.20021185924,2.0,3.00453339483,9.90336049395,87.4619305674
31,outputs/tmp_0036_median.npy,31.0,5.4813799229,3.0,51.3837982974,1336.47949726,63373.5542096
32,outputs/tmp_0037_median.npy,32.0,2.23205912826,2.0,3.19254512323,15.8314294624,473.436304621
33,outputs/tmp_0038_median.npy,33.0,2.57517135122,2.0,5.02508104023,45.9096300174,2443.20049035
34,outputs/tmp_0039_median.npy,34.0,2.24734747274,2.0,3.15037620677,10.3304774179,86.0329226285
35,outputs/tmp_0040_median.npy,35.0,2.33574888041,2.0,3.51234277365,13.6702539344,181.767616072
36,outputs/tmp_0041_median.npy,36.0,2.32411201407,2.0,3.48804095359,13.523302402,168.336362373
37,outputs/tmp_0042_median.npy,37.0,2.48003208459,2.0,4.29395985251,20.1881608036,244.397870729
38,outputs/tmp_0043_median.npy,38.0,2.22808065255,2.0,3.08434111084,9.90649505156,76.4683934591
39,outputs/tmp_0044_median.npy,39.0,2.95471048812,2.0,7.57611355115,62.2989835904,1276.7940171
40,outputs/tmp_0045_median.npy,40.0,2.25233266239,2.0,3.19328993684,11.1000045483,103.267201765
